LASER NIS| 22.3956
RADAR NIS| 16.3732
LASER NIS| 4.06274
RADAR NIS| 9.3142
LASER NIS| 6.78997
RADAR NIS| 1.95004
LASER NIS| 1.0863
RADAR NIS| 1.30167
LASER NIS| 4.94036
RADAR NIS| 0.248565
LASER NIS| 0.637096
RADAR NIS| 5.10835
LASER NIS| 4.51906
RADAR NIS| 0.405498
LASER NIS| 0.679513
RADAR NIS| 0.440058
LASER NIS| 1.30507
RADAR NIS| 3.03453
LASER NIS| 0.137635
RADAR NIS| 5.16149
LASER NIS| 2.61376
RADAR NIS| 0.657088
LASER NIS| 0.673564
RADAR NIS| 7.33267
LASER NIS| 6.96244
RADAR NIS| 1.008
LASER NIS| 0.121821
RADAR NIS| 7.22285
LASER NIS| 0.92848
RADAR NIS| 1.11605
LASER NIS| 3.39005
RADAR NIS| 2.0661
LASER NIS| 3.32131
RADAR NIS| 1.42506
LASER NIS| 3.44203
RADAR NIS| 1.93531
LASER NIS| 3.36031
RADAR NIS| 1.95668
LASER NIS| 0.679366
RADAR NIS| 2.62189
LASER NIS| 1.8847
RADAR NIS| 1.6554
LASER NIS| 3.65245
RADAR NIS| 2.69265
LASER NIS| 1.76589
RADAR NIS| 3.48775
LASER NIS| 1.18442
RADAR NIS| 3.06751
LASER NIS| 0.937293
RADAR NIS| 0.265771
LASER NIS| 1.57974
RADAR NIS| 4.58789
LASER NIS| 5.5619
RADAR NIS| 1.96219
LASER NIS| 2.24079
RADAR NIS| 2.21815
LASER NIS| 0.426694
RADAR NIS| 5.17008
LASER NIS| 1.36544
RADAR NIS| 7.97379
LASER NIS| 0.514701
RADAR NIS| 1.69472
LASER NIS| 0.166331
RADAR NIS| 0.703481
LASER NIS| 2.41221
RADAR NIS| 1.68193
LASER NIS| 0.265142
RADAR NIS| 3.94833
LASER NIS| 3.00825
RADAR NIS| 1.13715
LASER NIS| 1.26677
RADAR NIS| 4.9263
LASER NIS| 14.9287
RADAR NIS| 1.52314
LASER NIS| 0.730047
RADAR NIS| 2.4327
LASER NIS| 1.37194
RADAR NIS| 1.90464
LASER NIS| 1.8853
RADAR NIS| 6.61486
LASER NIS| 0.272503
RADAR NIS| 1.96957
LASER NIS| 1.16772
RADAR NIS| 0.936679
LASER NIS| 5.68332
RADAR NIS| 3.43953
LASER NIS| 2.19857
RADAR NIS| 1.83753
LASER NIS| 0.664556
RADAR NIS| 0.932509
LASER NIS| 2.13904
RADAR NIS| 1.94674
LASER NIS| 3.19148
RADAR NIS| 3.46387
LASER NIS| 5.34218
RADAR NIS| 0.305936
LASER NIS| 2.69534
RADAR NIS| 1.85494
LASER NIS| 0.369638
RADAR NIS| 1.33206
LASER NIS| 0.608307
RADAR NIS| 6.32972
LASER NIS| 0.583389
RADAR NIS| 0.191544
LASER NIS| 0.52982
RADAR NIS| 11.1802
LASER NIS| 2.05268
RADAR NIS| 3.49795
LASER NIS| 4.38
RADAR NIS| 0.433915
LASER NIS| 1.37465
RADAR NIS| 1.46338
LASER NIS| 5.84075
RADAR NIS| 1.05109
LASER NIS| 1.26528
RADAR NIS| 2.00385
LASER NIS| 1.11095
RADAR NIS| 1.67599
LASER NIS| 0.0537491
RADAR NIS| 5.18193
LASER NIS| 0.521634
RADAR NIS| 2.23703
LASER NIS| 2.60104
RADAR NIS| 1208.06
LASER NIS| 8.56987
RADAR NIS| 1.62574
LASER NIS| 7.75941
RADAR NIS| 8.04961
LASER NIS| 1.34194
RADAR NIS| 7.1487
LASER NIS| 0.16791
RADAR NIS| 0.185605
LASER NIS| 0.0617265
RADAR NIS| 0.627257
LASER NIS| 0.814887
RADAR NIS| 3.03947
LASER NIS| 2.78635
RADAR NIS| 2.16158
LASER NIS| 0.0559661
RADAR NIS| 1.06262
LASER NIS| 3.44505
RADAR NIS| 0.588928
LASER NIS| 2.12766
RADAR NIS| 8.9642
LASER NIS| 0.417843
RADAR NIS| 2.32577
LASER NIS| 0.883356
RADAR NIS| 0.937925
LASER NIS| 1.24689
RADAR NIS| 3.22311
LASER NIS| 0.101084
RADAR NIS| 4.81771
LASER NIS| 0.180102
RADAR NIS| 1.82682
LASER NIS| 3.84287
RADAR NIS| 5.61565
LASER NIS| 0.892257
RADAR NIS| 1.56116
LASER NIS| 0.334773
RADAR NIS| 2.50265
LASER NIS| 2.08903
RADAR NIS| 5.7481
LASER NIS| 0.0535897
RADAR NIS| 1.67157
LASER NIS| 4.7261
RADAR NIS| 6.30329
LASER NIS| 3.06305
RADAR NIS| 4.35158
LASER NIS| 1.22376
RADAR NIS| 1.80067
LASER NIS| 0.651075
RADAR NIS| 1.37333
LASER NIS| 0.720917
RADAR NIS| 4.38691
LASER NIS| 5.90584
RADAR NIS| 1.70858
LASER NIS| 0.704679
RADAR NIS| 5.86025
LASER NIS| 3.41228
RADAR NIS| 2.86364
LASER NIS| 1.25112
RADAR NIS| 0.463235
LASER NIS| 1.54584
RADAR NIS| 0.0694137
LASER NIS| 1.32494
RADAR NIS| 0.558459
LASER NIS| 0.595943
RADAR NIS| 0.269201
LASER NIS| 1.67618
RADAR NIS| 7.8301
LASER NIS| 0.287858
RADAR NIS| 6.54892
LASER NIS| 2.10753
RADAR NIS| 0.587766
LASER NIS| 7.98207
RADAR NIS| 2.06766
LASER NIS| 0.565984
RADAR NIS| 0.219782
LASER NIS| 3.92189
RADAR NIS| 1.35702
LASER NIS| 2.005
RADAR NIS| 0.559754
LASER NIS| 1.98586
RADAR NIS| 2.6603
LASER NIS| 0.857872
RADAR NIS| 9.81757
LASER NIS| 2.74004
RADAR NIS| 0.179794
LASER NIS| 1.01447
RADAR NIS| 6.688
LASER NIS| 1.98081
RADAR NIS| 4.04702
LASER NIS| 0.637275
RADAR NIS| 2.67892
LASER NIS| 0.939189
RADAR NIS| 6.51114
LASER NIS| 5.75096
RADAR NIS| 1.41208
LASER NIS| 4.83892
RADAR NIS| 2.0015
LASER NIS| 0.543636
